Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Current_Age,Avg_Mileage_Per_Year
Renault Lodgy 110PS RxZ 8 Seater,Mumbai,2015,25000,First,19.98,1461.0,108.5,8.0,11.0,6.75,1,0,0,0,1,8,2.4975
Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2014,37382,First,13.0,2143.0,201.1,5.0,11.0,32.0,1,0,0,1,0,9,1.4444444444444444
Maruti Baleno Alpha,Kochi,2017,24773,First,21.4,1197.0,83.1,5.0,8.0,7.5,0,0,1,0,1,6,3.5666666666666664
Hyundai Verna 1.6 SX,Delhi,2012,62000,First,22.32,1582.0,126.32,5.0,11.0,4.6,1,0,0,0,1,11,2.0290909090909093
Hyundai i10 Magna 1.1,Kochi,2017,52340,First,19.81,1086.0,68.05,5.0,11.0,4.04,0,0,1,0,1,6,3.3016666666666663
Mahindra Scorpio 1.99 S10 4WD,Kochi,2016,56739,First,15.4,1997.0,107.3521513067391,7.0,11.0,10.31,1,0,0,0,1,7,2.2
Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,36091,First,12.7,2179.0,187.7,5.0,11.0,55.76,1,0,0,1,0,5,2.54
Ford Figo Diesel ZXI,Chennai,2010,120000,First,20.0,1399.0,107.3521513067391,5.0,11.0,2.6,1,0,0,0,1,13,1.5384615384615385
Maruti Ertiga ZDI,Mumbai,2016,33000,First,25.47,1248.0,88.5,7.0,12.0,8.5,1,0,0,0,1,7,3.6385714285714283
Honda City 1.5 GXI,Ahmedabad,2007,60006,First,0.0,1631.552572706935,107.3521513067391,5.0,11.0,2.95,0,0,1,0,1,16,0.0
Honda Amaze S i-Dtech,Kolkata,2014,52000,First,25.8,1498.0,98.6,5.0,11.0,3.5,1,0,0,0,1,9,2.8666666666666667
Hyundai i10 Magna,Jaipur,2015,43571,First,20.36,1197.0,78.9,5.0,11.0,3.55,0,0,1,0,1,8,2.545
Honda Amaze S i-Dtech,Kolkata,2013,50000,First,25.8,1498.0,98.6,5.0,11.0,3.25,1,0,0,0,1,10,2.58
Skoda Laura Ambiente,Hyderabad,2008,113000,First,17.5,1896.0,107.3521513067391,5.0,11.0,4.5,1,0,0,0,1,15,1.1666666666666667
Renault Duster 85PS Diesel RxL,Delhi,2014,90000,First,19.87,1461.0,83.8,5.0,11.0,5.35,1,0,0,0,1,9,2.207777777777778
Mahindra NuvoSport N6,Chennai,2017,29000,Second,17.45,1493.0,107.3521513067391,7.0,10.0,6.5,1,0,0,0,1,6,2.908333333333333
Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,First,24.3,1248.0,88.5,5.0,11.0,9.0,1,0,0,0,1,7,3.4714285714285715
Hyundai i20 Asta Option 1.2,Kochi,2016,61012,First,18.6,1197.0,81.83,5.0,11.0,6.0,0,0,1,0,1,7,2.6571428571428575
Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,First,14.7,1390.0,107.3521513067391,5.0,11.0,2.75,0,0,1,0,1,14,1.05
Tata Indigo eCS GLX,Pune,2010,70500,First,15.64,1193.0,64.1,5.0,11.0,1.5,0,0,1,0,1,13,1.2030769230769232
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,First,15.73,1968.0,174.33,5.0,11.0,19.9,1,0,0,1,0,8,1.96625
Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,First,14.7,1798.0,177.5,5.0,11.0,10.0,0,0,1,1,0,9,1.6333333333333333
Toyota Etios Liva GD SP,Delhi,2014,104000,First,23.59,1364.0,67.06,5.0,11.0,3.0,1,0,0,0,1,9,2.621111111111111
Maruti Swift 1.3 VXi,Kolkata,2010,42001,First,16.1,1631.552572706935,107.3521513067391,5.0,11.0,2.11,0,0,1,0,1,13,1.2384615384615385
Mercedes-Benz B Class B180,Kochi,2014,37245,First,14.8,1595.0,120.7,5.0,11.0,11.96,0,0,1,1,0,9,1.6444444444444446
Honda Amaze S Diesel,Kolkata,2013,45000,First,27.4,1498.0,98.6,5.0,8.0,3.25,1,0,0,0,1,10,2.7399999999999998
Hyundai Verna 1.6 SX,Jaipur,2012,117837,Second,22.32,1582.0,126.32,5.0,11.0,4.75,1,0,0,0,1,11,2.0290909090909093
Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,First,20.46,1461.0,83.8,5.0,11.0,5.95,1,0,0,0,1,9,2.2733333333333334
Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Second,15.29,1591.0,121.3,5.0,11.0,8.15,0,0,1,0,1,8,1.91125
Maruti Wagon R AMT VXI,Mumbai,2016,8500,First,20.51,998.0,107.3521513067391,5.0,11.0,4.22,0,0,1,1,0,7,2.93
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,First,11.74,1796.0,107.3521513067391,5.0,11.0,10.5,0,0,1,1,0,13,0.9030769230769231
Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,First,11.8,2967.0,246.7,5.0,11.0,45.0,1,0,0,1,0,11,1.0727272727272728
Hyundai i10 Magna 1.1,Pune,2012,44000,Second,19.81,1086.0,68.05,5.0,11.0,2.9,0,0,1,0,1,11,1.8009090909090908
Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,First,14.3,1598.0,103.52,5.0,11.0,8.9,0,0,1,1,0,6,2.3833333333333333
Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,First,14.67,1798.0,177.46,5.0,33.0,26.0,0,0,1,1,0,6,2.445
Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,First,17.19,1197.0,81.86,5.0,11.0,8.22,0,0,1,0,1,5,3.438
Honda Amaze VX i-DTEC,Kolkata,2014,64000,Second,25.8,1498.0,98.6,5.0,11.0,3.5,1,0,0,0,1,9,2.8666666666666667
Maruti Wagon R LXI,Chennai,2004,61000,Second,18.9,998.0,67.1,5.0,11.0,1.25,0,0,1,0,1,19,0.994736842105263
Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,First,21.03,1461.0,107.3521513067391,5.0,9.0,3.7,1,0,0,0,1,10,2.103
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,First,19.27,2143.0,167.62,5.0,11.0,39.41,1,0,0,1,0,5,3.854
Maruti Wagon R VXI,Kolkata,2013,32000,First,22.5,998.0,67.04,5.0,5.0,2.65,0,0,1,0,1,10,2.25
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Second,19.01,1461.0,108.5,5.0,11.0,8.92,1,0,0,0,1,8,2.37625
Mini Cooper Convertible S,Kochi,2017,26327,First,16.82,1998.0,189.08,4.0,44.0,35.67,0,0,1,1,0,6,2.8033333333333332
Ford Figo Diesel,Bangalore,2015,70436,First,0.0,1498.0,107.3521513067391,5.0,11.0,3.6,1,0,0,0,1,8,0.0
Tata Indica V2 DLS BSII,Jaipur,2007,200000,Second,17.2,1396.0,53.5,5.0,11.0,0.85,1,0,0,0,1,16,1.075
Chevrolet Beat LT,Kochi,2016,60813,Second,18.6,1199.0,76.8,5.0,11.0,3.32,0,0,1,0,1,7,2.6571428571428575
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,First,22.07,1199.0,73.9,5.0,11.0,3.6,1,0,0,0,1,11,2.0063636363636363
Maruti Swift ZDi,Hyderabad,2016,64000,First,22.9,1248.0,107.3521513067391,5.0,11.0,6.8,1,0,0,0,1,7,3.2714285714285714
Ford Figo Diesel EXI,Kolkata,2012,41284,First,20.0,1399.0,68.05,5.0,11.0,2.5,1,0,0,0,1,11,1.8181818181818181
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,First,11.36,2755.0,171.5,7.0,20.0,19.64,1,0,0,1,0,4,2.84
Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Second,11.72,2199.0,194.3,7.0,11.0,7.0,1,0,0,1,0,12,0.9766666666666667
Honda City i-VTEC V,Kolkata,2011,32572,First,17.4,1497.0,117.3,5.0,11.0,3.87,0,0,1,0,1,12,1.45
Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,First,18.6,1197.0,81.83,5.0,11.0,6.27,0,0,1,0,1,5,3.72
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,First,19.27,2143.0,167.62,5.0,11.0,18.12,1,0,0,1,0,8,2.40875
Chevrolet Beat Diesel LT,Mumbai,2013,74000,First,25.44,936.0,57.6,5.0,11.0,2.65,1,0,0,0,1,10,2.544
Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,First,22.54,1396.0,88.73,5.0,11.0,7.2,1,0,0,0,1,8,2.8175
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,First,12.99,2494.0,100.6,7.0,11.0,14.3,1,0,0,0,1,8,1.62375
Maruti Ertiga VDI,Chennai,2013,52000,First,20.77,1248.0,88.76,7.0,11.0,6.9,1,0,0,0,1,10,2.077
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,First,12.8,2494.0,107.3521513067391,7.0,11.0,10.75,1,0,0,0,1,9,1.4222222222222223
Honda City i VTEC V,Kochi,2016,33915,First,17.8,1497.0,117.3,5.0,11.0,8.09,0,0,1,0,1,7,2.542857142857143
BMW X1 sDrive20d,Ahmedabad,2014,82002,First,17.05,1995.0,107.3521513067391,5.0,11.0,18.5,1,0,0,1,0,9,1.8944444444444446
Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,First,24.0,1120.0,107.3521513067391,5.0,11.0,4.75,1,0,0,0,1,6,4.0
Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,First,28.09,1248.0,88.5,5.0,11.0,8.45,1,0,0,0,1,7,4.0128571428571425
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,First,20.5,1598.0,103.6,5.0,11.0,3.5,1,0,0,0,1,11,1.8636363636363635
Hyundai Accent CRDi,Kochi,2006,160538,First,13.1,1493.0,107.3521513067391,5.0,11.0,1.8,1,0,0,0,1,17,0.7705882352941176
Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Second,19.91,1498.0,103.6,5.0,11.0,3.7,1,0,0,0,1,9,2.212222222222222
Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,First,18.7,1199.0,88.7,5.0,11.0,7.17,0,0,1,0,1,6,3.1166666666666667
Hyundai i10 Era,Jaipur,2010,83000,First,19.81,1086.0,68.05,5.0,11.0,1.75,0,0,1,0,1,13,1.5238461538461539
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,First,16.38,1995.0,107.3521513067391,5.0,11.0,21.99,1,0,0,1,0,5,3.276
Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,First,13.68,2393.0,147.8,7.0,25.0,18.65,1,0,0,0,1,6,2.28
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Third,19.7,796.0,107.3521513067391,5.0,11.0,1.85,0,0,1,0,1,12,1.6416666666666666
Maruti Swift VXI BSIV,Coimbatore,2017,27872,Second,20.4,1197.0,81.8,5.0,11.0,5.95,0,0,1,0,1,6,3.4
Hyundai Grand i10 Magna,Mumbai,2014,16514,First,18.9,1197.0,107.3521513067391,5.0,11.0,3.75,0,0,1,0,1,9,2.0999999999999996
Maruti Swift VDI,Pune,2012,120000,First,22.9,1248.0,107.3521513067391,5.0,11.0,3.75,1,0,0,0,1,11,2.0818181818181816
Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,First,22.0,1582.0,126.2,5.0,14.0,2.6,1,0,0,0,1,15,1.4666666666666666
Hyundai i20 1.2 Sportz,Mumbai,2010,52000,First,17.0,1197.0,107.3521513067391,5.0,11.0,2.8,0,0,1,0,1,13,1.3076923076923077
Mercedes-Benz GLE 350d,Coimbatore,2017,29819,First,11.57,2987.0,254.79,5.0,95.0,61.29,1,0,0,1,0,6,1.9283333333333335
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Second,15.8,2148.0,107.3521513067391,5.0,11.0,18.0,1,0,0,0,1,9,1.7555555555555555
Maruti Ritz ZDi,Hyderabad,2014,88500,First,23.2,1248.0,73.94,5.0,11.0,4.35,1,0,0,0,1,9,2.5777777777777775
Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,First,19.67,1582.0,126.2,5.0,11.0,13.75,1,0,0,0,1,7,2.81
Maruti A-Star Vxi,Pune,2010,67000,First,19.0,998.0,66.1,5.0,11.0,2.0,0,0,1,0,1,13,1.4615384615384615
Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,First,19.64,1461.0,108.45,5.0,11.0,10.0,1,0,0,0,1,7,2.8057142857142856
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,First,17.8,1248.0,107.3521513067391,5.0,11.0,1.65,1,0,0,0,1,13,1.3692307692307693
BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,First,16.55,2993.0,107.3521513067391,5.0,11.0,45.77,1,0,0,1,0,6,2.7583333333333333
Hyundai i10 Sportz,Bangalore,2010,36000,Second,20.36,1197.0,78.9,5.0,11.0,3.25,0,0,1,0,1,13,1.566153846153846
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,First,12.8,2494.0,107.3521513067391,7.0,11.0,12.8,1,0,0,0,1,7,1.8285714285714287
Maruti Zen VXI BSII,Mumbai,2002,60000,Third,17.3,993.0,107.3521513067391,5.0,11.0,0.55,0,0,1,0,1,21,0.8238095238095239
Maruti Swift VDI,Hyderabad,2018,31025,First,28.4,1248.0,107.3521513067391,5.0,11.0,7.15,1,0,0,0,1,5,5.68
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Second,12.05,2179.0,107.3521513067391,8.0,11.0,7.0,1,0,0,0,1,10,1.205
Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,First,22.95,1248.0,107.3521513067391,5.0,8.0,3.75,1,0,0,0,1,6,3.8249999999999997
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,First,18.88,999.0,123.24,5.0,11.0,8.5,0,0,1,0,1,6,3.1466666666666665
Maruti Swift Dzire ZDI,Jaipur,2012,73000,First,23.4,1248.0,107.3521513067391,5.0,11.0,4.35,1,0,0,0,1,11,2.127272727272727
Maruti Alto 800 LXI,Kochi,2016,32227,First,22.74,796.0,47.3,5.0,11.0,3.26,0,0,1,0,1,7,3.248571428571428
Honda City 1.5 S MT,Jaipur,2011,55000,First,17.0,1497.0,107.3521513067391,5.0,11.0,4.21,0,0,1,0,1,12,1.4166666666666667
Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,First,12.07,2967.0,241.4,7.0,11.0,70.36,1,0,0,1,0,5,2.414
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Second,17.0,1896.0,107.3521513067391,5.0,11.0,2.95,1,0,0,1,0,14,1.2142857142857142
Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,First,17.1,1591.0,121.3,5.0,11.0,4.28,0,0,1,0,1,11,1.5545454545454547
Honda City 1.5 V AT,Jaipur,2009,78442,First,16.8,1497.0,107.3521513067391,5.0,11.0,3.57,0,0,1,1,0,14,1.2
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,First,21.9,1396.0,88.8,5.0,11.0,3.11,1,0,0,0,1,10,2.19
Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,First,15.0,1396.0,98.6,5.0,11.0,5.96,0,0,1,1,0,9,1.6666666666666667
Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,First,20.54,1598.0,103.6,5.0,11.0,4.7,1,0,0,0,1,12,1.7116666666666667
Honda City i VTEC VX,Ahmedabad,2014,49000,First,17.4,1497.0,117.3,5.0,11.0,6.9,0,0,1,0,1,9,1.9333333333333331
Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,First,22.95,1248.0,107.3521513067391,5.0,8.0,5.25,1,0,0,0,1,5,4.59
BMW 5 Series 2003-2012 520d,Pune,2015,64000,First,18.48,1995.0,107.3521513067391,5.0,11.0,28.0,1,0,0,1,0,8,2.31
Maruti Wagon R LXI Minor,Delhi,2009,60000,First,18.9,1061.0,107.3521513067391,5.0,11.0,1.35,0,0,1,0,1,14,1.3499999999999999
Honda Jazz VX,Delhi,2015,62178,First,18.2,1199.0,88.7,5.0,8.0,4.85,0,0,1,0,1,8,2.275
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,First,15.0,1896.0,107.3521513067391,5.0,11.0,6.7,1,0,0,0,1,11,1.3636363636363635
Hyundai i10 Magna 1.2,Hyderabad,2010,74000,First,20.36,1197.0,78.9,5.0,11.0,3.1,0,0,1,0,1,13,1.566153846153846
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,First,19.27,2143.0,107.3521513067391,5.0,11.0,18.64,1,0,0,1,0,8,2.40875
Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,First,20.36,1197.0,78.9,5.0,11.0,2.8,0,0,1,0,1,11,1.8509090909090908
Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,First,13.68,2393.0,147.8,7.0,25.0,20.25,1,0,0,0,1,7,1.9542857142857142
Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,First,17.68,1968.0,174.33,5.0,11.0,26.78,1,0,0,1,0,8,2.21
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Second,12.99,2494.0,100.6,7.0,11.0,8.26,1,0,0,0,1,13,0.9992307692307693
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,First,16.47,1198.0,73.9,5.0,11.0,3.89,0,0,1,0,1,8,2.05875
Maruti Alto K10 LXI,Hyderabad,2011,70000,First,20.92,998.0,67.1,5.0,11.0,2.1,0,0,1,0,1,12,1.7433333333333334
Honda City i-VTEC CVT ZX,Mumbai,2017,15000,First,18.0,1497.0,117.3,5.0,16.0,12.69,0,0,1,1,0,6,3.0
Tata Indigo LX,Coimbatore,2013,59138,First,17.0,1405.0,107.3521513067391,5.0,11.0,2.58,1,0,0,0,1,10,1.7
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,First,17.68,1968.0,174.33,5.0,11.0,20.77,1,0,0,1,0,9,1.9644444444444444
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,First,17.9,2143.0,107.3521513067391,5.0,11.0,20.26,1,0,0,1,0,8,2.2375
Maruti Celerio VXI AT,Hyderabad,2014,77815,First,23.1,998.0,67.04,5.0,11.0,4.25,0,0,1,1,0,9,2.566666666666667
Mercedes-Benz GLE 250d,Hyderabad,2017,29000,First,17.9,2143.0,201.15,5.0,79.0,57.0,1,0,0,1,0,6,2.983333333333333
Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,First,12.7,2179.0,187.7,5.0,11.0,44.0,1,0,0,1,0,6,2.1166666666666667
Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,First,20.54,1598.0,103.6,5.0,11.0,3.65,1,0,0,0,1,12,1.7116666666666667
Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,First,14.0,796.0,107.3521513067391,5.0,11.0,2.05,0,0,1,0,1,11,1.2727272727272727
Honda Brio 1.2 VX MT,Kochi,2012,91931,First,18.5,1198.0,86.8,5.0,6.0,3.13,0,0,1,0,1,11,1.6818181818181819
Tata Sumo Delux,Hyderabad,2000,158000,Second,14.07,2956.0,83.1,7.0,11.0,1.5,1,0,0,0,1,23,0.6117391304347827
Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,First,18.0,1248.0,107.3521513067391,5.0,11.0,2.85,1,0,0,0,1,11,1.6363636363636365
Maruti Wagon R LXI BS IV,Delhi,2012,65000,First,18.9,998.0,67.1,5.0,11.0,2.65,0,0,1,0,1,11,1.718181818181818
Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,First,16.0,2179.0,107.3521513067391,7.0,11.0,10.6,1,0,0,0,1,8,2.0
Tata Indigo LS Dicor,Pune,2008,138000,Second,17.1,1396.0,107.3521513067391,5.0,11.0,1.25,1,0,0,0,1,15,1.1400000000000001
Maruti Ertiga Paseo VXI,Mumbai,2018,18000,First,16.02,1373.0,93.7,7.0,11.0,8.25,0,0,1,0,1,5,3.2039999999999997
Honda Accord 2.4 A/T,Mumbai,2011,60000,First,11.7,2354.0,177.6,5.0,11.0,4.45,0,0,1,1,0,12,0.975
Maruti Swift Dzire VDi,Kolkata,2012,48000,First,19.3,1248.0,73.9,5.0,11.0,3.7,1,0,0,0,1,11,1.7545454545454546
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,First,17.8,1399.0,107.3521513067391,5.0,11.0,2.8,1,0,0,0,1,14,1.2714285714285716
Honda City ZX GXi,Kolkata,2008,40000,First,17.7,1497.0,107.3521513067391,5.0,11.0,1.8,0,0,1,0,1,15,1.18
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,First,17.68,1968.0,174.33,5.0,11.0,21.95,1,0,0,1,0,9,1.9644444444444444
BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,First,9.52,2993.0,107.3521513067391,4.0,11.0,49.0,1,0,0,1,0,12,0.7933333333333333
Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,First,14.75,2967.0,107.3521513067391,7.0,1.0,62.67,1,0,0,1,0,6,2.4583333333333335
Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,First,23.0,1396.0,107.3521513067391,5.0,11.0,5.5,1,0,0,0,1,11,2.090909090909091
Hyundai i10 Sportz AT,Bangalore,2009,37000,Third,16.95,1197.0,78.9,5.0,11.0,2.95,0,0,1,1,0,14,1.2107142857142856
Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,First,19.0,1199.0,88.7,5.0,11.0,6.86,0,0,1,1,0,7,2.7142857142857144
Maruti Swift VDI BSIV,Hyderabad,2015,76496,First,25.2,1248.0,107.3521513067391,5.0,11.0,6.15,1,0,0,0,1,8,3.15
Hyundai i20 Asta 1.2,Pune,2011,79152,Second,18.5,1197.0,82.85,5.0,11.0,3.3,0,0,1,0,1,12,1.5416666666666667
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,First,16.47,1198.0,73.9,5.0,11.0,2.55,0,0,1,0,1,12,1.3724999999999998
Maruti Alto LXi,Ahmedabad,2009,35000,First,19.7,796.0,46.3,5.0,11.0,1.5,0,0,1,0,1,14,1.407142857142857
Toyota Corolla H4,Chennai,2004,105000,Second,11.3,1794.0,107.3521513067391,5.0,11.0,2.5,0,0,1,1,0,19,0.5947368421052632
Maruti Alto LXi,Chennai,2006,56000,Second,19.7,796.0,46.3,5.0,11.0,1.4,0,0,1,0,1,17,1.1588235294117646
Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,First,21.12,1248.0,88.8,5.0,11.0,3.4,1,0,0,0,1,11,1.9200000000000002
Maruti Alto LXi,Pune,2012,38000,First,19.7,796.0,46.3,5.0,11.0,2.25,0,0,1,0,1,11,1.7909090909090908
Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,First,19.3,1968.0,107.3521513067391,5.0,11.0,7.5,1,0,0,1,0,10,1.9300000000000002
Toyota Corolla H4,Kolkata,2008,80000,First,11.3,1794.0,107.3521513067391,5.0,11.0,2.8,0,0,1,1,0,15,0.7533333333333334
Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,First,18.6,1197.0,81.83,5.0,11.0,7.66,0,0,1,0,1,7,2.6571428571428575
Maruti Vitara Brezza LDi,Chennai,2016,45000,First,24.3,1248.0,88.5,5.0,9.0,7.15,1,0,0,0,1,7,3.4714285714285715
Honda City 1.5 V MT,Delhi,2010,87430,First,17.0,1497.0,107.3521513067391,5.0,11.0,3.5,0,0,1,0,1,13,1.3076923076923077
Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Second,18.0,1248.0,107.3521513067391,5.0,11.0,3.5,1,0,0,0,1,9,2.0
Honda Amaze S i-Dtech,Kolkata,2013,57000,First,25.8,1498.0,98.6,5.0,11.0,3.45,1,0,0,0,1,10,2.58
Hyundai EON D Lite Plus,Coimbatore,2016,27904,First,21.1,814.0,55.2,5.0,11.0,3.55,0,0,1,0,1,7,3.0142857142857147
BMW 3 Series Luxury Line,Kochi,2015,30717,Second,21.76,1995.0,107.3521513067391,5.0,58.0,25.99,1,0,0,1,0,8,2.72
Hyundai Verna 1.6 SX,Bangalore,2012,80000,First,22.32,1582.0,126.32,5.0,11.0,5.25,1,0,0,0,1,11,2.0290909090909093
Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,First,21.02,1248.0,88.8,5.0,11.0,2.9,1,0,0,0,1,10,2.102
Skoda Octavia RS,Jaipur,2005,100000,First,14.45,1984.0,107.3521513067391,5.0,28.0,2.05,0,0,1,1,0,18,0.8027777777777777
Maruti Alto K10 VXI,Pune,2017,30000,First,24.07,998.0,67.1,5.0,4.0,3.75,0,0,1,0,1,6,4.011666666666667
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,First,22.7,1498.0,89.84,5.0,11.0,6.75,1,0,0,0,1,9,2.522222222222222
Chevrolet Spark 1.0 LS,Kolkata,2011,21000,Second,18.0,995.0,107.3521513067391,5.0,11.0,0.95,0,0,1,0,1,12,1.5
Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,First,19.33,1999.0,107.3521513067391,5.0,72.0,52.0,1,0,0,1,0,6,3.2216666666666662
Honda CR-V RVi MT,Jaipur,2007,119000,Third,13.1,1997.0,141.1,5.0,11.0,3.91,0,0,1,0,1,16,0.81875
Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,First,14.67,1798.0,177.46,5.0,36.0,27.3,0,0,1,1,0,4,3.6675
Hyundai i10 Magna 1.2,Chennai,2009,620000,First,20.36,1197.0,78.9,5.0,11.0,2.7,0,0,1,0,1,14,1.4542857142857142
Maruti Swift LDI,Delhi,2013,70000,First,22.9,1248.0,107.3521513067391,5.0,11.0,3.5,1,0,0,0,1,10,2.29
Maruti Swift Dzire VXi AT,Mumbai,2016,18000,First,18.5,1197.0,83.14,5.0,11.0,6.2,0,0,1,1,0,7,2.642857142857143
Nissan Micra Diesel XV,Chennai,2011,83000,First,23.08,1461.0,63.1,5.0,11.0,2.75,1,0,0,0,1,12,1.9233333333333331
Maruti Swift Dzire Tour LDI,Mumbai,2015,130000,First,23.4,1248.0,107.3521513067391,5.0,11.0,3.25,1,0,0,0,1,8,2.925
Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,63400,First,17.8,1399.0,107.3521513067391,5.0,11.0,3.25,1,0,0,0,1,11,1.6181818181818182
Maruti Zen LX,Kolkata,2003,65000,First,17.3,993.0,107.3521513067391,5.0,11.0,0.65,0,0,1,0,1,20,0.865
Mini Clubman Cooper S,Pune,2017,8350,First,13.8,1998.0,107.3521513067391,5.0,44.0,35.0,0,0,1,0,1,6,2.3000000000000003
Toyota Etios GD,Kolkata,2014,45000,First,23.59,1364.0,67.05,5.0,11.0,3.25,1,0,0,0,1,9,2.621111111111111
Maruti Alto 800 2016-2019 LXI,Kolkata,2018,26200,First,24.7,796.0,47.3,5.0,11.0,2.9,0,0,1,0,1,5,4.9399999999999995
Maruti Alto VXi,Bangalore,2011,11000,Third,18.9,796.0,107.3521513067391,5.0,11.0,2.9,0,0,1,0,1,12,1.575
